Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 20 HeLa cells	Peptides Blank	Peptides Single cell 1	Peptides Single cell 2	Peptides Single cell 4	Peptides 100 HeLa cells	Peptides Single cell 3	Razor + unique peptides 20 HeLa cells	Razor + unique peptides Blank	Razor + unique peptides Single cell 1	Razor + unique peptides Single cell 2	Razor + unique peptides Single cell 4	Razor + unique peptides 100 HeLa cells	Razor + unique peptides Single cell 3	Unique peptides 20 HeLa cells	Unique peptides Blank	Unique peptides Single cell 1	Unique peptides Single cell 2	Unique peptides Single cell 4	Unique peptides 100 HeLa cells	Unique peptides Single cell 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 20 HeLa cells	Identification type Blank	Identification type Single cell 1	Identification type Single cell 2	Identification type Single cell 4	Identification type 100 HeLa cells	Identification type Single cell 3	Sequence coverage 20 HeLa cells [%]	Sequence coverage Blank [%]	Sequence coverage Single cell 1 [%]	Sequence coverage Single cell 2 [%]	Sequence coverage Single cell 4 [%]	Sequence coverage 100 HeLa cells [%]	Sequence coverage Single cell 3 [%]	Intensity	Intensity 20 HeLa cells	Intensity Blank	Intensity Single cell 1	Intensity Single cell 2	Intensity Single cell 4	Intensity 100 HeLa cells	Intensity Single cell 3	iBAQ	iBAQ 20 HeLa cells	iBAQ Blank	iBAQ Single cell 1	iBAQ Single cell 2	iBAQ Single cell 4	iBAQ 100 HeLa cells	iBAQ Single cell 3	LFQ intensity 20 HeLa cells	LFQ intensity Blank	LFQ intensity Single cell 1	LFQ intensity Single cell 2	LFQ intensity Single cell 4	LFQ intensity 100 HeLa cells	LFQ intensity Single cell 3	MS/MS count 20 HeLa cells	MS/MS count Blank	MS/MS count Single cell 1	MS/MS count Single cell 2	MS/MS count Single cell 4	MS/MS count 100 HeLa cells	MS/MS count Single cell 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O43809	O43809	1	1	1	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	5.3	5.3	5.3	26.227	227	227	0.00068681	3.1433	By MS/MS		By matching	By matching	By MS/MS			5.3	0	5.3	5.3	5.3	0	0	573860	369370	0	38073	51863	114550	0	0	31881	20521	0	2115.2	2881.3	6364.1	0	0	0	0	0	0	484740	0	0	1	0	0	0	1	0	0	2				144	12335	TRUE	12659	38755;38756;38757;38758	28429;28430	28429		
O43813	O43813	2	2	2	LanC-like protein 1	LANCL1	sp|O43813|LANC1_HUMAN LanC-like protein 1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	6.5	6.5	6.5	45.283	399	399	0	4.2281						By MS/MS		0	0	0	0	0	6.5	0	2656700	0	0	0	0	0	2656700	0	126510	0	0	0	0	0	126510	0	0	0	0	0	0	401890	0	0	0	0	0	0	2	0	2				145	2735;9597	True;True	2807;9855	9047;30074	6575;21905	6575;21905		
O43818	O43818	1	1	1	U3 small nucleolar RNA-interacting protein 2	RRP9	sp|O43818|U3IP2_HUMAN U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	2.1	2.1	2.1	51.84	475	475	0.00064851	2.4523	By matching					By MS/MS		2.1	0	0	0	0	2.1	0	1071200	186040	0	0	0	0	885140	0	38256	6644.3	0	0	0	0	31612	0	0	0	0	0	0	133900	0	0	0	0	0	0	1	0	1				146	355	TRUE	367	1112;1113	815	815		
O43837	O43837	1	1	1	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3B	"sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2"	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4.2	4.2	4.2	42.183	385	385	0.0012461	2.0853						By MS/MS		0	0	0	0	0	4.2	0	759320	0	0	0	0	0	759320	0	33014	0	0	0	0	0	33014	0	0	0	0	0	0	114860	0	0	0	0	0	0	1	0	1				147	2567	TRUE	2632	8459	6146	6146		
O43847	O43847	4	4	4	Nardilysin	NRD1	sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3	1	4	4	4	2	0	1	0	1	3	0	2	0	1	0	1	3	0	2	0	1	0	1	3	0	3.8	3.8	3.8	131.7	1151	1151	0	9.9929	By MS/MS		By matching		By matching	By MS/MS		2	0	1.1	0	1.1	3	0	5933100	269410	0	15963	0	44846	5602900	0	105950	4810.9	0	285.06	0	800.83	100050	0	0	0	0	0	0	847560	0	2	0	0	0	0	3	0	5				148	803;2931;6194;10772	True;True;True;True	833;3009;6354;11059	2650;2651;2652;2653;9630;19999;33834	1964;1965;7001;14521;24713	1964;7001;14521;24713		
O43852	O43852	13	13	13	Calumenin	CALU	sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	1	13	13	13	5	0	6	6	7	12	4	5	0	6	6	7	12	4	5	0	6	6	7	12	4	46.3	46.3	46.3	37.106	315	315	0	128.27	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.4	0	18.1	18.1	23.8	43.2	13.7	49017000	4324600	0	550800	397500	2234900	40964000	544950	2883300	254390	0	32400	23382	131460	2409600	32056	4756100	0	7961000	6271000	9202600	3976600	3682700	6	0	3	2	7	14	1	33				149	1595;1960;2540;3589;4282;4283;7354;9199;10274;10275;11298;11307;12178	True;True;True;True;True;True;True;True;True;True;True;True;True	1640;2013;2605;3684;4391;4392;7539;9445;10549;10550;11593;11602;12497	5242;5243;5244;6522;6523;8352;8353;8354;8355;8356;11666;13854;13855;13856;13857;13858;13859;23759;28881;28882;28883;28884;28885;28886;32194;32195;32196;32197;32198;32199;32200;35532;35533;35534;35535;35536;35568;35569;38284;38285;38286	3856;4755;6072;6073;6074;6075;8473;10116;10117;10118;10119;17295;21042;21043;21044;23496;23497;23498;23499;23500;23501;25999;26000;26001;26002;26003;26004;26031;26032;28078;28079;28080;28081	3856;4755;6075;8473;10117;10119;17295;21042;23496;23501;25999;26031;28080		
O43865;Q96HN2	O43865;Q96HN2	3;3	3;3	3;3	Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3	AHCYL1;AHCYL2	sp|O43865|SAHH2_HUMAN S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|Q96HN2|SAHH3_HUMAN Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1	2	3	3	3	1	0	0	0	1	3	0	1	0	0	0	1	3	0	1	0	0	0	1	3	0	5.3	5.3	5.3	58.951	530	530;611	0	12.142	By MS/MS				By matching	By MS/MS		2.3	0	0	0	2.3	5.3	0	9026900	650300	0	0	0	201380	8175200	0	273540	19706	0	0	0	6102.5	247730	0	741400	0	0	0	959900	1037800	0	2	0	0	0	0	4	0	6				150	2793;3670;8211	True;True;True	2867;3771;8435	9204;11963;11964;11965;11966;11967;11968;26061	6702;8688;8689;8690;8691;18999	6702;8691;18999		
O60220	O60220	2	2	2	Mitochondrial import inner membrane translocase subunit Tim8 A	TIMM8A	sp|O60220|TIM8A_HUMAN Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1	1	2	2	2	2	0	0	1	2	2	0	2	0	0	1	2	2	0	2	0	0	1	2	2	0	22.7	22.7	22.7	10.998	97	97	0	5.5249	By MS/MS			By matching	By MS/MS	By MS/MS		22.7	0	0	11.3	22.7	22.7	0	2334200	240270	0	0	29113	129810	1935000	0	389040	40044	0	0	4852.1	21635	322500	0	238270	0	0	0	548900	295110	0	2	0	0	0	1	1	0	4				151	248;2946	True;True	256;3024	775;776;777;9675;9676;9677;9678	563;564;7035;7036;7037	563;7037		
P60983;O60234	P60983;O60234	1;1	1;1	1;1	Glia maturation factor beta;Glia maturation factor gamma	GMFB;GMFG	sp|P60983|GMFB_HUMAN Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2;sp|O60234|GMFG_HUMAN Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1	2	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	6.3	6.3	6.3	16.713	142	142;142	0.0042657	1.8241	By MS/MS				By matching	By MS/MS	By matching	6.3	0	0	0	6.3	6.3	6.3	3785200	493610	0	0	0	65053	3141200	85339	378520	49361	0	0	0	6505.3	314120	8533.9	0	0	0	0	0	0	440250	1	0	0	0	0	1	0	2				152	7258	TRUE	7443	23454;23455;23456;23457	17061;17062	17061		
O60256	O60256	2	2	1	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2	sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	1	2	2	1	2	0	1	0	0	2	0	2	0	1	0	0	2	0	1	0	0	0	0	1	0	6.2	6.2	2.4	40.925	369	369	0	8.1577	By MS/MS		By matching			By MS/MS		6.2	0	3.8	0	0	6.2	0	2313000	357140	0	21445	0	0	1934400	0	88963	13736	0	824.8	0	0	74402	0	356530	0	0	0	0	293240	0	1	0	0	0	0	2	0	3				153	2353;11741	True;True	2413;12050	7793;7794;7795;37039;37040	5702;5703;27143	5703;27143		
O60264;P28370	O60264;P28370	6;3	6;3	6;3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1	SMARCA5;SMARCA1	sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1;sp|P28370|SMCA1_HUMAN Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN	2	6	6	6	1	0	1	1	1	6	0	1	0	1	1	1	6	0	1	0	1	1	1	6	0	5.4	5.4	5.4	121.9	1052	1052;1054	0	8.9161	By MS/MS		By matching	By matching	By matching	By MS/MS		0.8	0	0.8	0.8	0.8	5.4	0	5625100	285130	0	26426	30359	50834	5232300	0	87892	4455.2	0	412.91	474.35	794.29	81755	0	0	0	0	0	0	791500	0	1	0	0	0	0	5	0	6				154	815;2965;5928;8476;8761;12409	True;True;True;True;True;True	845;3043;6080;8707;8996;12733	2687;9729;19180;26829;27605;27606;27607;27608;27609;39017	1986;7076;13945;19563;20123;20124;28627	1986;7076;13945;19563;20124;28627		
O60493	O60493	5	3	3	Sorting nexin-3	SNX3	sp|O60493|SNX3_HUMAN Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	1	5	3	3	3	0	0	0	3	4	1	1	0	0	0	1	3	0	1	0	0	0	1	3	0	27.8	17.9	17.9	18.762	162	162	0	4.3344	By MS/MS				By matching	By MS/MS	By matching	16.7	0	0	0	16.7	23.5	5.6	8293400	536360	0	0	0	199610	7557400	0	753950	48760	0	0	0	18146	687040	0	0	0	0	0	0	1143200	0	1	0	0	0	0	3	0	4				155	334;8300;10561;10893;11996	True;False;False;True;True	345;8527;10845;11182;12312	1054;26319;26320;26321;26322;33155;33156;34215;34216;34217;37894	778;19196;19197;24227;24988;24989;27751	778;19197;24227;24989;27751		
O60506	O60506	18	18	13	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	1	18	18	13	11	0	4	5	4	13	6	11	0	4	5	4	13	6	9	0	2	3	2	8	3	30	30	22	69.602	623	623	0	115.58	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.3	0	6.7	9.5	6.9	23.8	9.6	113080000	7248400	0	391870	420280	484860	103420000	1111600	2899500	185860	0	10048	10776	12432	2651900	28503	4633500	0	7696600	8973000	3082500	10941000	6624400	11	0	2	2	2	15	2	34				156	202;390;459;535;1727;1861;1966;2220;2545;3475;4098;5914;7333;7733;9239;10356;11836;11837	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	205;402;474;555;1775;1912;2019;2276;2610;3567;4205;6066;7518;7945;9485;10634;12146;12147	617;1225;1226;1227;1476;1477;1769;5733;6178;6179;6533;6534;6535;7328;8364;8365;8366;8367;8368;11306;11307;11308;11309;11310;11311;11312;13299;13300;13301;19147;23693;24718;24719;24720;28992;32481;32482;32483;32484;32485;32486;37343;37344;37345;37346	446;889;890;1092;1093;1320;4198;4503;4504;4763;5341;6081;6082;8226;8227;8228;8229;8230;8231;9654;13924;17246;18017;18018;21128;23701;23702;23703;23704;23705;23706;27363;27364;27365	446;889;1092;1320;4198;4503;4763;5341;6081;8227;9654;13924;17246;18017;21128;23702;27363;27364		
O60568	O60568	2	2	2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	PLOD3	"sp|O60568|PLOD3_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens OX=9606 GN=PLOD3 PE=1 SV=1"	1	2	2	2	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	3.1	3.1	3.1	84.784	738	738	0.0012731	2.2558	By MS/MS				By matching	By MS/MS		1.9	0	0	0	1.9	1.2	0	750520	91121	0	0	0	32027	627370	0	16316	1980.9	0	0	0	696.23	13638	0	0	0	0	0	0	94903	0	1	0	0	0	0	1	0	2				157	7197;10481	True;True	7381;10762	23222;23223;32914	16872;24035	16872;24035		
O60610;Q8IUG5	O60610	3;1	3;1	3;1	Protein diaphanous homolog 1	DIAPH1	sp|O60610|DIAP1_HUMAN Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	2	3	3	3	1	0	0	0	0	3	1	1	0	0	0	0	3	1	1	0	0	0	0	3	1	2	2	2	141.35	1272	1272;2567	0	3.6631	By MS/MS					By MS/MS	By matching	0.6	0	0	0	0	2	0.6	3383600	0	0	0	0	0	3343800	39832	48337	0	0	0	0	0	47768	569.02	0	0	0	0	0	505820	0	1	0	0	0	0	3	0	4				158	5965;7331;11758	True;True;True	6119;7516;12067	19311;19312;23688;37097;37098	14038;17243;27182;27183	14038;17243;27183		
O60664	O60664	8	8	8	Perilipin-3	PLIN3	sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	1	8	8	8	6	0	0	2	7	4	1	6	0	0	2	7	4	1	6	0	0	2	7	4	1	26	26	26	47.074	434	434	0	51.355	By MS/MS			By matching	By MS/MS	By MS/MS	By matching	22.6	0	0	6.9	24.4	11.8	3.2	13070000	1632700	0	0	31217	673020	10672000	60666	435650	54422	0	0	1040.6	22434	355740	2022.2	1048900	0	0	807480	2513300	2174700	0	6	0	0	0	5	5	0	16				159	1656;1899;6038;6097;6290;8252;10048;10525	True;True;True;True;True;True;True;True	1703;1952;6196;6255;6451;8477;10315;10809	5473;5474;6322;6323;19526;19527;19677;19678;19679;19680;20268;26164;31492;31493;31494;31495;33040;33041;33042;33043	4006;4614;4615;4616;14194;14300;14301;14302;14726;19078;22940;22941;22942;24138;24139;24140	4006;4615;14194;14301;14726;19078;22941;24139		
O60684;O15131	O60684;O15131	6;4	6;4	3;2	Importin subunit alpha-7;Importin subunit alpha-6	KPNA6;KPNA5	sp|O60684|IMA7_HUMAN Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1;sp|O15131|IMA6_HUMAN Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=2	2	6	6	3	3	0	0	0	1	5	0	3	0	0	0	1	5	0	1	0	0	0	1	3	0	16.4	16.4	8.2	60.029	536	536;536	0	37.239	By MS/MS				By matching	By MS/MS		7.5	0	0	0	2.1	13.8	0	10112000	1327300	0	0	0	54157	8730900	0	404490	53092	0	0	0	2166.3	349240	0	1109800	0	0	0	0	1538300	0	3	0	0	0	0	5	0	8				160	1996;2533;4592;5054;5310;5420	True;True;True;True;True;True	2050;2598;4707;5185;5449;5560	6636;8329;14832;14833;16279;16280;16281;17061;17414	4842;6059;10858;10859;11886;11887;12465;12724	4842;6059;10858;11887;12465;12724		
O60701	O60701	18	18	18	UDP-glucose 6-dehydrogenase	UGDH	sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1	1	18	18	18	14	0	5	3	12	12	4	14	0	5	3	12	12	4	14	0	5	3	12	12	4	44.7	44.7	44.7	55.023	494	494	0	91.968	By MS/MS		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	37.2	0	11.1	6.7	32.8	27.7	9.1	84537000	9066300	0	1328900	906100	4776800	68109000	350030	2486400	266650	0	39086	26650	140500	2003200	10295	9538000	0	8042800	7125000	30288000	11695000	5448200	12	0	0	0	9	11	2	34				161	1029;1190;2003;2549;3146;3147;4649;4781;4782;4971;5316;5754;8919;8929;11428;11478;11897;12325	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1060;1224;2057;2614;3229;3230;4765;4899;4900;5094;5455;5900;9156;9166;11731;11781;12209;12649	3440;3441;3985;6654;8389;8390;8391;10286;10287;10288;10289;10290;14993;14994;15414;15415;15416;15417;15418;15419;16022;16023;16024;17077;17078;17079;17080;18552;18553;18554;18555;18556;28085;28086;28087;28088;28089;28090;28128;35965;35966;36142;36143;37549;37550;37551;37552;37553;38731;38732	2520;2521;2949;4850;6102;6103;6104;7498;7499;7500;10960;11270;11271;11272;11273;11274;11706;11707;12476;12477;13509;13510;13511;13512;20479;20480;20507;26337;26466;26467;27513;27514;27515;28412	2520;2949;4850;6104;7498;7500;10960;11270;11272;11707;12476;13510;20479;20507;26337;26467;27513;28412		
O60716	O60716	6	6	6	Catenin delta-1	CTNND1	sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1	1	6	6	6	1	0	0	0	2	6	0	1	0	0	0	2	6	0	1	0	0	0	2	6	0	8.8	8.8	8.8	108.17	968	968	0	14.502	By MS/MS				By matching	By MS/MS		1.2	0	0	0	2.5	8.8	0	8835300	319600	0	0	0	68141	8447500	0	163620	5918.5	0	0	0	1261.9	156440	0	0	0	0	0	571390	994820	0	1	0	0	0	0	5	0	6				162	2933;4234;5499;7181;8210;12447	True;True;True;True;True;True	3011;4343;5640;7365;8434;12773	9633;9634;13710;17703;17704;23171;26059;26060;39144	7004;9985;12934;12935;16843;18998;28725	7004;9985;12934;16843;18998;28725		
O60763	O60763	1	1	1	General vesicular transport factor p115	USO1	sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0.9	0.9	0.9	107.89	962	962	0.003663	1.8429						By MS/MS		0	0	0	0	0	0.9	0	592990	0	0	0	0	0	592990	0	11627	0	0	0	0	0	11627	0	0	0	0	0	0	89703	0	0	0	0	0	0	1	0	1				163	6945	TRUE	7125	22362	16236	16236		
Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08	Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08	7;7;7;7;7;7;7;7;7;4	7;7;7;7;7;7;7;7;7;4	2;2;2;2;2;2;2;2;2;0	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA	sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=HIST1H2BL PE=1 SV=3;sp|Q99879|H2B1M_HUMAN Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=HIST1H2BM PE=1 SV=3;sp|Q99877|H2B1N_HUMAN Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=HIST1H	10	7	7	2	7	1	6	6	7	7	5	7	1	6	6	7	7	5	2	0	2	2	2	2	2	43.7	43.7	7.9	13.952	126	126;126;126;126;126;126;126;126;126;127	0	59.844	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.7	8.7	36.5	36.5	43.7	43.7	29.4	839230000	192210000	733190	6619000	7139800	29476000	580070000	22971000	76293000	17474000	66654	601720	649080	2679700	52734000	2088300	162950000	76206000	122870000	133570000	110150000	72808000	81901000	18	1	6	5	7	13	6	56				164	779;2334;2607;5491;6579;8645;11484	True;True;True;True;True;True;True	807;808;809;2393;2673;5632;6745;8878;11787	2565;2566;2567;2568;2569;2570;2571;2572;2573;2574;2575;2576;2577;2578;7707;7708;7709;7710;7711;7712;8584;8585;8586;8587;8588;8589;17682;17683;17684;17685;17686;17687;21209;21210;21211;21212;21213;21214;21215;27275;27276;27277;27278;27279;27280;27281;27282;27283;27284;27285;27286;27287;27288;27289;36163;36164;36165;36166;36167;36168;36169;36170;36171	1903;1904;1905;1906;1907;1908;1909;1910;5629;5630;5631;5632;5633;5634;5635;5636;5637;6225;6226;6227;6228;6229;12917;12918;12919;12920;12921;12922;15408;15409;15410;15411;15412;15413;15414;19872;19873;19874;19875;19876;19877;19878;19879;19880;19881;19882;19883;19884;19885;19886;19887;19888;19889;26483;26484;26485	1905;5629;6229;12917;15410;19886;26483	35;36	60;63
O60832	O60832	4	4	4	H/ACA ribonucleoprotein complex subunit 4	DKC1	sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	1	4	4	4	1	0	0	0	0	4	0	1	0	0	0	0	4	0	1	0	0	0	0	4	0	9.5	9.5	9.5	57.673	514	514	0	10.427	By MS/MS					By MS/MS		2.5	0	0	0	0	9.5	0	6129700	0	0	0	0	0	6129700	0	170270	0	0	0	0	0	170270	0	0	0	0	0	0	927250	0	1	0	0	0	0	4	0	5				165	853;6335;8261;10716	True;True;True;True	884;6498;8486;11003	2817;20408;20409;26206;33671	2079;14825;14826;19121;24591	2079;14826;19121;24591		
O60841	O60841	9	9	9	Eukaryotic translation initiation factor 5B	EIF5B	sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	1	9	9	9	5	0	0	0	3	8	1	5	0	0	0	3	8	1	5	0	0	0	3	8	1	9.7	9.7	9.7	138.83	1220	1220	0	23.902	By MS/MS				By matching	By MS/MS	By matching	6	0	0	0	2.9	7.1	0.8	10208000	1053800	0	0	0	181920	8923000	49039	173010	17861	0	0	0	3083.4	151240	831.17	1150000	0	0	0	1248400	774960	0	3	0	0	0	0	9	0	12				166	333;2814;4187;4228;4368;4619;6599;8955;11891	True;True;True;True;True;True;True;True;True	344;2889;4296;4337;4481;4734;6765;9193;12203	1053;9266;9267;13568;13569;13570;13686;14141;14901;14902;14903;14904;21262;28196;37521;37522;37523	777;6752;9864;9865;9966;10341;10900;15449;15450;20551;27490;27491	777;6752;9864;9966;10341;10900;15449;20551;27490		
O60869	O60869	4	4	4	Endothelial differentiation-related factor 1	EDF1	sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1	1	4	4	4	4	0	0	1	3	4	1	4	0	0	1	3	4	1	4	0	0	1	3	4	1	30.4	30.4	30.4	16.368	148	148	0	30.074	By MS/MS			By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.4	0	0	10.1	22.3	30.4	10.1	34120000	2460000	0	0	72412	479690	30846000	261510	3101800	223630	0	0	6582.9	43608	2804200	23774	2573700	0	0	0	2997700	3584600	0	6	0	0	1	1	7	1	16				167	566;5002;5964;8147	True;True;True;True	588;5131;6118;8369	1867;1868;1869;16112;16113;16114;16115;16116;16117;19307;19308;19309;19310;25868;25869;25870	1394;1395;1396;1397;11775;11776;11777;11778;11779;11780;14034;14035;14036;14037;18863;18864	1395;11777;14037;18864		
O60884	O60884	5	5	5	DnaJ homolog subfamily A member 2	DNAJA2	sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	1	5	5	5	4	0	0	0	1	3	1	4	0	0	0	1	3	1	4	0	0	0	1	3	1	15.8	15.8	15.8	45.745	412	412	0	11.334	By MS/MS				By matching	By MS/MS	By matching	13.3	0	0	0	1.7	6.1	2.4	8644900	1571700	0	0	0	45947	6956600	70619	345800	62869	0	0	0	1837.9	278260	2824.8	1414900	0	0	0	0	1209200	0	4	0	0	0	0	3	0	7				168	4722;5218;11338;11789;12269	True;True;True;True;True	4839;5354;11634;12098;12591	15223;16776;35654;35655;37200;37201;38533;38534;38535	11124;12258;26102;26103;27262;28260;28261	11124;12258;26103;27262;28261		
O60888	O60888	1	1	1	Protein CutA	CUTA	sp|O60888|CUTA_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	7.8	7.8	7.8	19.116	179	179	0.00065232	2.4959	By MS/MS		By matching		By matching			7.8	0	7.8	0	7.8	0	0	604660	568210	0	16588	0	19862	0	0	86380	81173	0	2369.7	0	2837.4	0	0	0	0	0	0	84045	0	0	1	0	0	0	0	0	0	1				169	10643	TRUE	10928	33423;33424;33425	24408	24408		
O60925	O60925	3	3	3	Prefoldin subunit 1	PFDN1	sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2	1	3	3	3	3	0	1	2	2	2	0	3	0	1	2	2	2	0	3	0	1	2	2	2	0	23.8	23.8	23.8	14.21	122	122	0	13.26	By MS/MS		By matching	By matching	By matching	By MS/MS		23.8	0	9	15.6	15.6	15.6	0	3363300	1253200	0	23351	50033	236540	1800200	0	373700	139250	0	2594.5	5559.2	26282	200020	0	728590	0	0	763100	1032300	308500	0	3	0	0	0	0	2	0	5				170	392;2032;5772	True;True;True	404;2087;5918	1234;1235;1236;1237;1238;6759;6760;18617;18618;18619;18620;18621	895;896;4924;13558;13559	895;4924;13559		
